county,state,pay,employee
Moniteau,Missouri,1539,61
Montgomery,Missouri,6057,145
Morgan,Missouri,134,5
Newton,Missouri,1742,50
Oregon,Missouri,2699,107
Osage,Missouri,1240,36
Perry,Missouri,11589,256
Phelps,Missouri,424,17
Randolph,Missouri,1508,49
Reynolds,Missouri,11221,363
Ripley,Missouri,1441,83
Scotland,Missouri,1806,58
Scott,Missouri,18999,441
Shannon,Missouri,6497,304
St. Charles,Missouri,1560,28
St. Francois,Missouri,183,5
St. Louis,Missouri,77419,1355
St. Louis city,Missouri,42024,884
Ste. Genevieve,Missouri,2215,83
Stoddard,Missouri,1471,55
Taney,Missouri,163,7
Texas,Missouri,4099,145
Vernon,Missouri,386,16
Washington,Missouri,2749,106
Wayne,Missouri,999,48
Webster,Missouri,2230,63
Wright,Missouri,903,40
Broadwater,Montana,3829,118
Cascade,Montana,1353,31
Fergus,Montana,547,13
Flathead,Montana,58646,1137
Gallatin,Montana,3040,65
Granite,Montana,1543,46
Jefferson,Montana,178,2
Lake,Montana,2407,65
Lewis and Clark,Montana,1418,61
Lincoln,Montana,8311,203
Madison,Montana,227,5
Mineral,Montana,7291,161
Missoula,Montana,25553,545
Park,Montana,662,11
Powell,Montana,7898,209
Ravalli,Montana,6469,151
Sanders,Montana,6359,159
Silver Bow,Montana,294,9
Teton,Montana,402,7
Yellowstone,Montana,5474,168
Adams,Nebraska,1891,53
Cheyenne,Nebraska,1397,41
Dakota,Nebraska,1932,69
Dodge,Nebraska,19527,393
Douglas,Nebraska,39600,780
Hall,Nebraska,2213,61
Lancaster,Nebraska,16245,351
Merrick,Nebraska,938,31
Clark,Nevada,57186,1332
Washoe,Nevada,33642,754
Belknap,New Hampshire,247,10
Carroll,New Hampshire,6701,150
Cheshire,New Hampshire,14805,312
Coos,New Hampshire,11166,268
Grafton,New Hampshire,27997,476
Hillsborough,New Hampshire,40099,606
Merrimack,New Hampshire,15345,323
Rockingham,New Hampshire,6128,153
Strafford,New Hampshire,23339,428
Sullivan,New Hampshire,14564,314
Atlantic,New Jersey,2825,57
Bergen,New Jersey,90957,1506
Burlington,New Jersey,24322,438
Camden,New Jersey,43574,835
Cape May,New Jersey,918,22
Cumberland,New Jersey,24849,685
Essex,New Jersey,86778,1132
Gloucester,New Jersey,25353,428
Hudson,New Jersey,1566,38
Hunterdon,New Jersey,14848,224
Mercer,New Jersey,10909,169
Middlesex,New Jersey,107232,1953
Monmouth,New Jersey,5505,96
Morris,New Jersey,17903,315
Ocean,New Jersey,4713,109
Passaic,New Jersey,50120,868
Somerset,New Jersey,10860,228
Sussex,New Jersey,11720,233
Union,New Jersey,21582,436
Warren,New Jersey,5669,134
Bernalillo,New Mexico,29337,801
Chaves,New Mexico,98,5
Dona Ana,New Mexico,6689,150
Rio Arriba,New Mexico,751,30
San Miguel,New Mexico,507,19
Santa Fe,New Mexico,648,19
Taos,New Mexico,480,22
Albany,New York,23392,377
Allegany,New York,3434,98
Bronx,New York,2149,70
Broome,New York,15726,346
Cattaraugus,New York,16193,396
Cayuga,New York,1684,44
Chautauqua,New York,23784,513
Chenango,New York,5700,135
Clinton,New York,15391,307
Columbia,New York,3895,94
Cortland,New York,16996,293
Delaware,New York,8922,256
Dutchess,New York,11389,203
Erie,New York,62429,1513
Essex,New York,2529,68
Franklin,New York,3002,57
Fulton,New York,1724,53
Greene,New York,1771,33
Hamilton,New York,400,14
Herkimer,New York,3335,93
Jefferson,New York,18361,261
Kings,New York,22802,516
Lewis,New York,19632,319
Livingston,New York,895,33
Monroe,New York,52781,1018
Montgomery,New York,11648,294
Nassau,New York,17125,324
New York,New York,3066,59
Niagara,New York,42217,655
Oneida,New York,22337,430
Onondaga,New York,86610,1349
Ontario,New York,3134,93
Orange,New York,74821,1362
Oswego,New York,2770,84
Otsego,New York,3144,87
Queens,New York,26343,588
Rensselaer,New York,19143,311
Rockland,New York,70696,886
Saratoga,New York,54648,861
Schenectady,New York,23313,401
Schoharie,New York,3767,117
Schuyler,New York,7155,147
St. Lawrence,New York,22917,389
Steuben,New York,2033,44
Suffolk,New York,99778,1604
Sullivan,New York,832,28
Tioga,New York,10136,208
Ulster,New York,1797,67
Warren,New York,58219,929
Washington,New York,61255,984
Wayne,New York,5090,139
Westchester,New York,3894,84
Wyoming,New York,5808,94
Yates,New York,4295,77
Alamance,North Carolina,33100,636
Alexander,North Carolina,8519,234
Alleghany,North Carolina,1936,55
Anson,North Carolina,7923,205
Ashe,North Carolina,2226,67
Beaufort,North Carolina,10454,220
Bertie,North Carolina,3046,62
Bladen,North Carolina,8186,179
Brunswick,North Carolina,5484,133
Buncombe,North Carolina,11412,215
Burke,North Carolina,18430,423
Cabarrus,North Carolina,11976,181
Caldwell,North Carolina,37014,917
Camden,North Carolina,3027,53
Carteret,North Carolina,11653,390
Caswell,North Carolina,1606,40
Catawba,North Carolina,89045,1776
Chatham,North Carolina,46050,993
Chowan,North Carolina,2338,44
Cleveland,North Carolina,13539,355
Columbus,North Carolina,13808,270
Craven,North Carolina,13494,269
Cumberland,North Carolina,53680,490
Davidson,North Carolina,60556,1522
Davie,North Carolina,7728,236
Duplin,North Carolina,5134,126
Edgecombe,North Carolina,3120,121
Forsyth,North Carolina,76531,1563
Franklin,North Carolina,13180,436
Gaston,North Carolina,16825,353
Gates,North Carolina,1860,30
Graham,North Carolina,512,17
Granville,North Carolina,12894,398
Guilford,North Carolina,123227,2662
Halifax,North Carolina,10399,283
Harnett,North Carolina,12879,212
Haywood,North Carolina,2292,66
Henderson,North Carolina,37056,661
Iredell,North Carolina,33265,537
Jackson,North Carolina,224,5
Johnston,North Carolina,14056,332
Jones,North Carolina,1076,24
Lee,North Carolina,2015,57
Lenoir,North Carolina,1039,27
Lincoln,North Carolina,5042,126
Martin,North Carolina,7579,190
McDowell,North Carolina,28415,660
Mecklenburg,North Carolina,92148,1532
Mitchell,North Carolina,123,10
Montgomery,North Carolina,58030,1209
Moore,North Carolina,3219,112
Nash,North Carolina,17110,515
New Hanover,North Carolina,9840,283
Northampton,North Carolina,10598,219
Onslow,North Carolina,1400,37
Orange,North Carolina,164,5
Pasquotank,North Carolina,9465,257
Pender,North Carolina,2655,88
Person,North Carolina,15374,272
Pitt,North Carolina,59325,770
Polk,North Carolina,1551,44
Randolph,North Carolina,48314,1148
Richmond,North Carolina,27408,568
Robeson,North Carolina,29601,402
Rockingham,North Carolina,5002,138
Rowan,North Carolina,54540,1049
Rutherford,North Carolina,21623,546
Sampson,North Carolina,1028,26
Scotland,North Carolina,6198,148
Stanly,North Carolina,33433,804
Stokes,North Carolina,768,26
Surry,North Carolina,14233,253
Union,North Carolina,28904,767
Vance,North Carolina,6572,178
Wake,North Carolina,28851,506
Warren,North Carolina,6288,220
Washington,North Carolina,18817,407
Watauga,North Carolina,884,39
Wayne,North Carolina,35411,657
Wilkes,North Carolina,36432,890
Wilson,North Carolina,1961,33
Yadkin,North Carolina,710,30
Yancey,North Carolina,2843,95
Burleigh,North Dakota,1882,45
Cass,North Dakota,41767,986
Grand Forks,North Dakota,429,15
Richland,North Dakota,12053,242
Adams,Ohio,4036,145
Allen,Ohio,5201,198
Ashland,Ohio,14404,258
Ashtabula,Ohio,26298,516
Brown,Ohio,2342,81
Butler,Ohio,123408,2081
Champaign,Ohio,15746,316
Clermont,Ohio,24636,461
Columbiana,Ohio,9092,227
Coshocton,Ohio,3328,92
Crawford,Ohio,1662,41
Cuyahoga,Ohio,83466,1752
Darke,Ohio,732,34
Delaware,Ohio,32615,705
Erie,Ohio,2349,62
Fairfield,Ohio,14283,213
Fayette,Ohio,4825,116
Franklin,Ohio,41688,1043
Fulton,Ohio,604,29
Gallia,Ohio,135,3
Geauga,Ohio,15051,348
Guernsey,Ohio,1840,49
Hamilton,Ohio,56254,1092
Hancock,Ohio,10170,247
Hardin,Ohio,2960,53
Hocking,Ohio,2554,68
Holmes,Ohio,59904,1517
Huron,Ohio,613,21
Jackson,Ohio,9523,290
Jefferson,Ohio,6735,119
Knox,Ohio,11774,257
Lake,Ohio,104453,1165
Licking,Ohio,19829,577
Lorain,Ohio,322,15
Lucas,Ohio,30451,645
Madison,Ohio,2791,52
Mahoning,Ohio,9324,224
Marion,Ohio,24626,499
Medina,Ohio,10551,182
Mercer,Ohio,2110,41
Miami,Ohio,31067,561
Montgomery,Ohio,36913,700
Muskingum,Ohio,3303,107
Pickaway,Ohio,1600,40
Pike,Ohio,9645,303
Portage,Ohio,22923,358
Preble,Ohio,29487,528
Richland,Ohio,17282,345
Ross,Ohio,55573,983
Sandusky,Ohio,10541,182
Scioto,Ohio,9159,345
Seneca,Ohio,4072,105
Shelby,Ohio,12474,279
Stark,Ohio,41366,830
Summit,Ohio,30682,524
Trumbull,Ohio,7895,219
Tuscarawas,Ohio,32054,698
Vinton,Ohio,8713,232
Warren,Ohio,50987,982
Washington,Ohio,6338,182
Wayne,Ohio,30805,864
Williams,Ohio,10976,247
Wood,Ohio,26527,564
Adair,Oklahoma,1541,51
Carter,Oklahoma,802,21
Cleveland,Oklahoma,15,4
Mayes,Oklahoma,33608,604
McCurtain,Oklahoma,43754,795
Muskogee,Oklahoma,1336,46
Oklahoma,Oklahoma,34653,696
Payne,Oklahoma,398,14
Pushmataha,Oklahoma,7823,219
Rogers,Oklahoma,526,17
Stephens,Oklahoma,301,10
Tulsa,Oklahoma,75284,1256
Baker,Oregon,8045,222
Benton,Oregon,39691,668
Clackamas,Oregon,52885,1221
Clatsop,Oregon,14850,280
Columbia,Oregon,22788,442
Coos,Oregon,77858,1610
Crook,Oregon,16989,377
Curry,Oregon,35925,611
Deschutes,Oregon,40108,1045
Douglas,Oregon,191776,4033
Grant,Oregon,4135,60
Harney,Oregon,435,5
Hood River,Oregon,940,14
Jackson,Oregon,170435,3405
Jefferson,Oregon,535,9
Josephine,Oregon,42813,848
Klamath,Oregon,73321,1817
Lake,Oregon,8275,192
Lane,Oregon,276593,5071
Lincoln,Oregon,10184,198
Linn,Oregon,128455,2337
Marion,Oregon,100668,2028
Morrow,Oregon,2273,50
Multnomah,Oregon,83565,1386
Polk,Oregon,32066,613
Tillamook,Oregon,32057,621
Umatilla,Oregon,18098,427
Union,Oregon,30339,578
Wallowa,Oregon,3027,42
Wasco,Oregon,5918,137
Washington,Oregon,119637,2249
Yamhill,Oregon,45850,908
Adams,Pennsylvania,64015,1039
Allegheny,Pennsylvania,22704,393
Armstrong,Pennsylvania,6677,218
Beaver,Pennsylvania,11241,292
Bedford,Pennsylvania,10457,287
Berks,Pennsylvania,49292,865
Blair,Pennsylvania,73407,1558
Bradford,Pennsylvania,33736,734
Bucks,Pennsylvania,100207,1824
Butler,Pennsylvania,9444,211
Cambria,Pennsylvania,6036,154
Carbon,Pennsylvania,2772,41
Centre,Pennsylvania,2785,88
Chester,Pennsylvania,46408,918
Clarion,Pennsylvania,51172,1131
Clearfield,Pennsylvania,19111,646
Clinton,Pennsylvania,106592,1957
Columbia,Pennsylvania,728,21
Crawford,Pennsylvania,24989,690
Cumberland,Pennsylvania,37581,868
Dauphin,Pennsylvania,5936,153
Delaware,Pennsylvania,81580,928
Elk,Pennsylvania,8377,205
Erie,Pennsylvania,6788,219
Fayette,Pennsylvania,7643,228
Franklin,Pennsylvania,14395,365
Fulton,Pennsylvania,2446,67
Huntingdon,Pennsylvania,5719,148
Indiana,Pennsylvania,4122,122
Jefferson,Pennsylvania,19164,466
Juniata,Pennsylvania,14637,458
Lackawanna,Pennsylvania,41590,893
Lancaster,Pennsylvania,167111,3379
Lawrence,Pennsylvania,3268,88
Lebanon,Pennsylvania,28615,572
Lehigh,Pennsylvania,32793,634
Luzerne,Pennsylvania,66857,1357
Lycoming,Pennsylvania,30017,682
McKean,Pennsylvania,22942,507
Mercer,Pennsylvania,17683,508
Mifflin,Pennsylvania,23670,643
Monroe,Pennsylvania,22894,494
Montgomery,Pennsylvania,114876,1894
Northampton,Pennsylvania,56964,1124
Northumberland,Pennsylvania,20062,462
Perry,Pennsylvania,4932,124
Philadelphia,Pennsylvania,61547,871
Potter,Pennsylvania,9217,223
Schuylkill,Pennsylvania,52754,1322
Snyder,Pennsylvania,57012,1553
Somerset,Pennsylvania,3981,163
Sullivan,Pennsylvania,279,9
Susquehanna,Pennsylvania,7138,215
Tioga,Pennsylvania,3303,107
Union,Pennsylvania,13809,222
Venango,Pennsylvania,4844,138
Warren,Pennsylvania,3884,111
Washington,Pennsylvania,22459,470
Wayne,Pennsylvania,3023,88
Westmoreland,Pennsylvania,43374,909
Wyoming,Pennsylvania,140031,2023
York,Pennsylvania,151867,2592
Kent,Rhode Island,6278,123
Newport,Rhode Island,1818,42
Providence,Rhode Island,40504,901
Washington,Rhode Island,10086,206
Abbeville,South Carolina,3183,86
Aiken,South Carolina,3995,96
Allendale,South Carolina,28878,469
Anderson,South Carolina,72044,1131
Bamberg,South Carolina,13618,430
Barnwell,South Carolina,1296,34
Beaufort,South Carolina,1897,43
Berkeley,South Carolina,7014,139
Charleston,South Carolina,82199,872
Cherokee,South Carolina,16213,238
Chester,South Carolina,30631,659
Chesterfield,South Carolina,20152,552
Clarendon,South Carolina,15643,302
Colleton,South Carolina,19268,505
Darlington,South Carolina,58806,875
Dillon,South Carolina,351,13
Dorchester,South Carolina,35722,576
Edgefield,South Carolina,6667,143
Fairfield,South Carolina,471,13
Florence,South Carolina,76952,1174
Georgetown,South Carolina,13220,277
Greenville,South Carolina,96990,1504
Greenwood,South Carolina,25398,563
Hampton,South Carolina,7755,146
Horry,South Carolina,25445,433
Jasper,South Carolina,1877,36
Kershaw,South Carolina,15240,339
Lancaster,South Carolina,3037,49
Laurens,South Carolina,10889,268
Lexington,South Carolina,37975,677
Marion,South Carolina,1625,24
Marlboro,South Carolina,20421,366
Newberry,South Carolina,59297,1077
Oconee,South Carolina,3303,99
Orangeburg,South Carolina,25460,603
Pickens,South Carolina,3302,130
Richland,South Carolina,76805,1003
Saluda,South Carolina,1656,63
Spartanburg,South Carolina,66113,1268
Sumter,South Carolina,10224,172
Union,South Carolina,3039,69
Williamsburg,South Carolina,2345,55
York,South Carolina,63567,922
Butte,South Dakota,1852,49
Codington,South Dakota,4931,127
Custer,South Dakota,393,9
Davison,South Dakota,5476,140
Lawrence,South Dakota,12963,283
Lincoln,South Dakota,3416,88
Meade,South Dakota,1044,39
Minnehaha,South Dakota,30500,593
Pennington,South Dakota,25557,656
Anderson,Tennessee,15459,335
Benton,Tennessee,2517,99
Blount,Tennessee,4238,92
Bradley,Tennessee,18285,338
Campbell,Tennessee,470,16
Carroll,Tennessee,915,36
Carter,Tennessee,986,31
Cheatham,Tennessee,7173,142
Coffee,Tennessee,11895,358
Cumberland,Tennessee,5683,177
Davidson,Tennessee,79480,777
Decatur,Tennessee,3608,127
Dickson,Tennessee,8552,261
Fayette,Tennessee,3006,72
Fentress,Tennessee,4231,133
Franklin,Tennessee,575,13
Gibson,Tennessee,24446,493
Giles,Tennessee,1364,35
Grainger,Tennessee,27330,580
Greene,Tennessee,31346,758
Grundy,Tennessee,698,18
Hamblen,Tennessee,44842,1267
Hamilton,Tennessee,76919,1312
Hardeman,Tennessee,8193,274
Hardin,Tennessee,15543,404
Hawkins,Tennessee,430,16
Haywood,Tennessee,1330,37
Henderson,Tennessee,1517,41
Henry,Tennessee,3760,118
Hickman,Tennessee,4929,131
Houston,Tennessee,708,45
Humphreys,Tennessee,1427,42
Jefferson,Tennessee,20411,504
Johnson,Tennessee,3863,117
Knox,Tennessee,36766,780
Lauderdale,Tennessee,32384,620
Lawrence,Tennessee,3200,85
Lewis,Tennessee,1290,46
Lincoln,Tennessee,5094,132
Macon,Tennessee,17019,411
Madison,Tennessee,44325,823
Marion,Tennessee,20646,441
Marshall,Tennessee,12607,214
Maury,Tennessee,6990,139
McMinn,Tennessee,2764,94
McNairy,Tennessee,2996,93
Monroe,Tennessee,23382,647
Montgomery,Tennessee,9262,218
Obion,Tennessee,2840,84
Overton,Tennessee,2641,96
Putnam,Tennessee,12074,326
Rhea,Tennessee,12781,174
Roane,Tennessee,1153,37
Robertson,Tennessee,8871,328
Rutherford,Tennessee,47579,842
Scott,Tennessee,4914,184
Sevier,Tennessee,637,19
Shelby,Tennessee,80249,1606
Stewart,Tennessee,722,31
Sullivan,Tennessee,50541,867
Sumner,Tennessee,12183,216
Unicoi,Tennessee,139,11
Union,Tennessee,12286,278
Van Buren,Tennessee,625,18
Warren,Tennessee,7082,204
Washington,Tennessee,13725,363
Wayne,Tennessee,15667,407
Weakley,Tennessee,14881,275
White,Tennessee,6895,203
Williamson,Tennessee,1443,33
Wilson,Tennessee,31709,752
Angelina,Texas,36706,596
Bastrop,Texas,1799,56
Bell,Texas,34529,830
Bexar,Texas,91213,1894
Bowie,Texas,14972,346
Brazoria,Texas,1597,38
Brazos,Texas,1145,69
Cameron,Texas,1752,55
Cass,Texas,7035,138
Cherokee,Texas,18727,601
Collin,Texas,9834,194
Comal,Texas,8948,244
Dallas,Texas,316635,6267
Denton,Texas,28547,502
Ector,Texas,327,10
El Paso,Texas,40857,1228
Ellis,Texas,24977,593
Erath,Texas,726,54
Fannin,Texas,11184,280
Fort Bend,Texas,6803,137
Gillespie,Texas,693,22
Grayson,Texas,4392,107
Gregg,Texas,2891,99
Grimes,Texas,4046,126
Guadalupe,Texas,9448,316
Hardin,Texas,16568,398
Harris,Texas,159904,3981
Harrison,Texas,9381,227
Hays,Texas,7102,180
Hidalgo,Texas,32556,674
Hill,Texas,12181,361
Hopkins,Texas,15400,338
Hunt,Texas,20376,877
Jasper,Texas,17408,333
Jefferson,Texas,9604,193
Johnson,Texas,41361,762
Kaufman,Texas,30273,468
Kerr,Texas,1230,37
La Salle,Texas,440,10
Liberty,Texas,5856,170
Lubbock,Texas,9726,303
Marion,Texas,14394,188
McLennan,Texas,86961,1641
Midland,Texas,1367,30
Montgomery,Texas,14334,383
Nacogdoches,Texas,28941,567
Newton,Texas,4015,92
Parker,Texas,1313,38
Polk,Texas,75991,1391
Potter,Texas,806,28
Randall,Texas,1080,34
Red River,Texas,2945,112
Runnels,Texas,383,36
Rusk,Texas,20902,547
Sabine,Texas,24707,383
San Augustine,Texas,3314,89
Shelby,Texas,13308,306
Smith,Texas,11026,199
Tarrant,Texas,226515,4786
Taylor,Texas,153,9
Travis,Texas,33155,770
Trinity,Texas,2287,39
Tyler,Texas,8884,173
Van Zandt,Texas,907,44
Walker,Texas,19281,443
Wichita,Texas,2472,67
Williamson,Texas,11560,240
Wood,Texas,974,24
Box Elder,Utah,5631,168
Cache,Utah,5514,173
Davis,Utah,21646,489
Iron,Utah,3211,97
Salt Lake,Utah,96897,2035
Summit,Utah,1118,53
Tooele,Utah,1650,44
Uintah,Utah,509,12
Utah,Utah,34934,995
Wasatch,Utah,1599,28
Washington,Utah,8077,219
Weber,Utah,6208,173
Addison,Vermont,6947,156
Bennington,Vermont,2396,66
Caledonia,Vermont,1057,23
Chittenden,Vermont,3785,83
Essex,Vermont,867,21
Franklin,Vermont,667,23
Lamoille,Vermont,471,14
Orange,Vermont,1601,49
Orleans,Vermont,10470,258
Rutland,Vermont,17385,402
Washington,Vermont,3783,89
Windham,Vermont,14323,322
Windsor,Vermont,13387,391
Albemarle,Virginia,6561,149
Alleghany,Virginia,3195,95
Amelia,Virginia,5848,163
Amherst,Virginia,3441,105
Appomattox,Virginia,1413,44
Augusta,Virginia,6925,199
Bath,Virginia,1668,44
Bedford,Virginia,7542,201
Brunswick,Virginia,18964,380
Buchanan,Virginia,337,14
Buckingham,Virginia,6025,158
Campbell,Virginia,13474,264
Caroline,Virginia,9100,227
Carroll,Virginia,3485,105
Charles City,Virginia,5397,197
Charlotte,Virginia,22071,533
Chesapeake city,Virginia,22363,425
Chesterfield,Virginia,44692,663
Culpeper,Virginia,9993,196
Cumberland,Virginia,1590,34
Danville city,Virginia,21724,493
Dickenson,Virginia,443,21
Dinwiddie,Virginia,1235,30
Essex,Virginia,7335,208
Fairfax,Virginia,144,3
Fauquier,Virginia,937,28
Floyd,Virginia,1183,37
Fluvanna,Virginia,3843,74
Franklin,Virginia,14019,419
Frederick,Virginia,5651,159
Galax city,Virginia,8458,291
Halifax,Virginia,21821,407
Hanover,Virginia,30117,584
Henrico,Virginia,22765,558
Henry,Virginia,15980,337
Highland,Virginia,299,25
Isle of Wight,Virginia,34330,362
King and Queen,Virginia,3266,77
King William,Virginia,64802,911
Lee,Virginia,2808,87
Loudoun,Virginia,5784,133
Louisa,Virginia,8687,194
Lunenburg,Virginia,1845,38
Lynchburg city,Virginia,14286,206
Madison,Virginia,782,16
Martinsville city,Virginia,4331,100
Mecklenburg,Virginia,6714,237
Middlesex,Virginia,2443,64
Montgomery,Virginia,4679,134
Nelson,Virginia,3566,111
New Kent,Virginia,6569,191
Nottoway,Virginia,8984,208
Orange,Virginia,25386,600
Page,Virginia,12152,415
Patrick,Virginia,13187,376
Pittsylvania,Virginia,17733,389
Prince Edward,Virginia,3500,81
Prince George,Virginia,916,20
Prince William,Virginia,4304,70
Richmond,Virginia,6090,125
Richmond city,Virginia,51591,944
Roanoke,Virginia,15783,273
Roanoke city,Virginia,3360,127
Rockbridge,Virginia,7036,176
Rockingham,Virginia,6731,164
Russell,Virginia,217,12
Scott,Virginia,1207,35
Shenandoah,Virginia,1053,42
Smyth,Virginia,8952,244
Southampton,Virginia,14902,272
Spotsylvania,Virginia,11327,262
Suffolk city,Virginia,546,14
Tazewell,Virginia,2773,95
Virginia Beach city,Virginia,1544,33
Washington,Virginia,1440,40
Wise,Virginia,8325,172
Wythe,Virginia,881,30
Benton,Washington,2178,66
Chelan,Washington,2124,49
Clallam,Washington,41287,725
Clark,Washington,83128,1330
Cowlitz,Washington,342137,4225
Douglas,Washington,537,0
Ferry,Washington,2326,42
Franklin,Washington,3206,58
Grays Harbor,Washington,79971,1547
Island,Washington,944,23
Jefferson,Washington,125,7
King,Washington,126805,2241
Kitsap,Washington,6850,85
Kittitas,Washington,3573,80
Klickitat,Washington,20224,387
Lewis,Washington,125034,2274
Mason,Washington,38047,613
Okanogan,Washington,11132,230
Pacific,Washington,8173,162
Pend Oreille,Washington,2350,40
Pierce,Washington,165672,2759
San Juan,Washington,495,9
Skagit,Washington,71941,1328
Skamania,Washington,8611,142
Snohomish,Washington,47013,1007
Spokane,Washington,36750,841
Stevens,Washington,39274,683
Thurston,Washington,30414,487
Wahkiakum,Washington,3660,84
Walla Walla,Washington,588,15
Whatcom,Washington,66281,1461
Yakima,Washington,52372,1138
Barbour,West Virginia,2927,93
Berkeley,West Virginia,3843,144
Braxton,West Virginia,14875,260
Fayette,West Virginia,642,22
Grant,West Virginia,868,27
Greenbrier,West Virginia,24377,539
Hampshire,West Virginia,1738,40
Hardy,West Virginia,24869,819
Harrison,West Virginia,202,6
Jefferson,West Virginia,7740,204
Kanawha,West Virginia,198,7
Lewis,West Virginia,783,33
Logan,West Virginia,240,13
McDowell,West Virginia,384,11
Mercer,West Virginia,6954,219
Mineral,West Virginia,8382,290
Mingo,West Virginia,2244,78
Monongalia,West Virginia,805,39
Monroe,West Virginia,963,23
Nicholas,West Virginia,22994,499
Pocahontas,West Virginia,10192,360
Preston,West Virginia,5410,194
Raleigh,West Virginia,1862,59
Randolph,West Virginia,36113,1053
Ritchie,West Virginia,277,11
Summers,West Virginia,255,10
Tucker,West Virginia,2223,83
Upshur,West Virginia,18993,471
Webster,West Virginia,10859,345
Wetzel,West Virginia,857,13
Wood,West Virginia,780,21
Wyoming,West Virginia,993,36
Adams,Wisconsin,172,7
Ashland,Wisconsin,13678,327
Barron,Wisconsin,22716,492
Bayfield,Wisconsin,469,10
Brown,Wisconsin,411502,6325
Buffalo,Wisconsin,3015,71
Burnett,Wisconsin,1484,40
Chippewa,Wisconsin,39919,814
Clark,Wisconsin,15441,374
Columbia,Wisconsin,3499,115
Crawford,Wisconsin,15734,453
Dane,Wisconsin,16870,284
Dodge,Wisconsin,11915,248
Door,Wisconsin,209,11
Douglas,Wisconsin,5659,104
Dunn,Wisconsin,18384,340
Eau Claire,Wisconsin,33324,1022
Florence,Wisconsin,5978,158
Fond du Lac,Wisconsin,7371,188
Forest,Wisconsin,5420,249
Grant,Wisconsin,8583,221
Green,Wisconsin,585,23
Iowa,Wisconsin,3941,138
Iron,Wisconsin,406,16
Jackson,Wisconsin,2008,57
Jefferson,Wisconsin,10879,176
Juneau,Wisconsin,5736,136
Kenosha,Wisconsin,24420,361
Kewaunee,Wisconsin,11613,281
La Crosse,Wisconsin,32159,798
Langlade,Wisconsin,16663,341
Lincoln,Wisconsin,21460,485
Manitowoc,Wisconsin,6126,168
Marathon,Wisconsin,192131,3865
Marinette,Wisconsin,16706,527
Marquette,Wisconsin,1504,30
Milwaukee,Wisconsin,154486,2415
Monroe,Wisconsin,8993,188
Oconto,Wisconsin,3246,100
Oneida,Wisconsin,1912,56
Outagamie,Wisconsin,184147,3165
Pierce,Wisconsin,1485,43
Polk,Wisconsin,6349,177
Portage,Wisconsin,58258,976
Price,Wisconsin,16137,442
Racine,Wisconsin,40792,603
Richland,Wisconsin,3481,100
Rock,Wisconsin,32842,845
Rusk,Wisconsin,33373,900
Sauk,Wisconsin,8666,169
Sawyer,Wisconsin,29164,454
Shawano,Wisconsin,17574,576
Sheboygan,Wisconsin,81935,1669
St. Croix,Wisconsin,2060,55
Taylor,Wisconsin,38692,928
Trempealeau,Wisconsin,6620,163
Vernon,Wisconsin,5327,126
Vilas,Wisconsin,5641,146
Walworth,Wisconsin,12004,307
Washburn,Wisconsin,9631,264
Washington,Wisconsin,61197,1022
Waukesha,Wisconsin,54379,939
Waupaca,Wisconsin,22618,396
Waushara,Wisconsin,479,38
Winnebago,Wisconsin,337770,4987
Wood,Wisconsin,197808,2883
Albany,Wyoming,660,18
Carbon,Wyoming,647,5
Crook,Wyoming,1058,26
Laramie,Wyoming,2195,61
Lincoln,Wyoming,49,1
Natrona,Wyoming,2351,68
Park,Wyoming,1752,56
Uinta,Wyoming,2352,68
