county,state,Indian_Alaskan,Hawaiian_Pacific,native
Autauga,Alabama,159,32,191
Baldwin,Alabama,1522,9,1531
Barbour,Alabama,72,1,73
Bibb,Alabama,8,0,8
Blount,Alabama,141,18,159
Bullock,Alabama,122,0,122
Butler,Alabama,2,0,2
Calhoun,Alabama,353,9,362
Chambers,Alabama,97,0,97
Cherokee,Alabama,236,0,236
Chilton,Alabama,123,0,123
Choctaw,Alabama,9,0,9
Clarke,Alabama,25,0,25
Clay,Alabama,155,0,155
Cleburne,Alabama,39,0,39
Coffee,Alabama,617,0,617
Colbert,Alabama,367,29,396
Conecuh,Alabama,56,0,56
Coosa,Alabama,9,0,9
Covington,Alabama,58,13,71
Crenshaw,Alabama,109,0,109
Cullman,Alabama,348,3,351
Dale,Alabama,377,4,381
Dallas,Alabama,10,23,33
DeKalb,Alabama,934,621,1555
Elmore,Alabama,209,0,209
Escambia,Alabama,1437,72,1509
Etowah,Alabama,751,66,817
Fayette,Alabama,0,6,6
Franklin,Alabama,488,0,488
Geneva,Alabama,210,4,214
Greene,Alabama,48,0,48
Hale,Alabama,29,0,29
Henry,Alabama,4,0,4
Houston,Alabama,305,18,323
Jackson,Alabama,615,77,692
Jefferson,Alabama,1564,215,1779
Lamar,Alabama,0,0,0
Lauderdale,Alabama,417,61,478
Lawrence,Alabama,1878,24,1902
Lee,Alabama,226,18,244
Limestone,Alabama,853,24,877
Lowndes,Alabama,13,0,13
Macon,Alabama,63,0,63
Madison,Alabama,1975,324,2299
Marengo,Alabama,51,0,51
Marion,Alabama,122,0,122
Marshall,Alabama,389,46,435
Mobile,Alabama,2915,62,2977
Monroe,Alabama,346,0,346
Montgomery,Alabama,414,56,470
Morgan,Alabama,740,48,788
Perry,Alabama,6,0,6
Pickens,Alabama,25,8,33
Pike,Alabama,209,3,212
Randolph,Alabama,51,51,102
Russell,Alabama,165,72,237
St. Clair,Alabama,315,8,323
Shelby,Alabama,468,47,515
Sumter,Alabama,8,0,8
Talladega,Alabama,345,28,373
Tallapoosa,Alabama,130,0,130
Tuscaloosa,Alabama,393,73,466
Walker,Alabama,109,0,109
Washington,Alabama,1227,0,1227
Wilcox,Alabama,22,0,22
Winston,Alabama,93,9,102
Aleutians East Borough,Alaska,1349,25,1374
Aleutians West Census Area,Alaska,651,148,799
Anchorage Municipality,Alaska,21876,6890,28766
Bethel Census Area,Alaska,14927,3,14930
Dillingham Census Area,Alaska,3587,3,3590
Fairbanks North Star Borough,Alaska,7233,561,7794
Haines Borough,Alaska,217,4,221
Hoonah-Angoon Census Area,Alaska,821,3,824
Juneau City and Borough,Alaska,3532,320,3852
Kenai Peninsula Borough,Alaska,4493,194,4687
Ketchikan Gateway Borough,Alaska,2013,5,2018
Kodiak Island Borough,Alaska,1862,90,1952
Kusilvak Census Area,Alaska,7480,2,7482
Matanuska-Susitna Borough,Alaska,5888,226,6114
Nome Census Area,Alaska,7396,43,7439
North Slope Borough,Alaska,5093,175,5268
Northwest Arctic Borough,Alaska,6382,0,6382
Prince of Wales-Hyder Census Area,Alaska,2583,41,2624
Sitka City and Borough,Alaska,1118,8,1126
Southeast Fairbanks Census Area,Alaska,907,2,909
Valdez-Cordova Census Area,Alaska,1188,57,1245
Wrangell City and Borough,Alaska,496,9,505
Yukon-Koyukuk Census Area,Alaska,3820,0,3820
Apache,Arizona,52708,18,52726
Cochise,Arizona,1642,464,2106
Coconino,Arizona,37388,176,37564
Gila,Arizona,8562,20,8582
Graham,Arizona,4808,51,4859
Greenlee,Arizona,436,0,436
La Paz,Arizona,2924,8,2932
Maricopa,Arizona,82699,9405,92104
Mohave,Arizona,4862,509,5371
Navajo,Arizona,48328,87,48415
Pima,Arizona,38200,1610,39810
Pinal,Arizona,20782,1410,22192
Santa Cruz,Arizona,362,0,362
Yavapai,Arizona,3202,226,3428
Yuma,Arizona,2677,128,2805
Arkansas,Arkansas,18,0,18
Ashley,Arkansas,50,0,50
Baxter,Arkansas,130,13,143
Benton,Arkansas,3710,1440,5150
Boone,Arkansas,290,36,326
Bradley,Arkansas,127,0,127
Calhoun,Arkansas,7,10,17
Carroll,Arkansas,188,208,396
Chicot,Arkansas,24,0,24
Clark,Arkansas,86,8,94
Clay,Arkansas,66,0,66
Cleburne,Arkansas,273,0,273
Cleveland,Arkansas,13,0,13
Columbia,Arkansas,87,0,87
Conway,Arkansas,64,0,64
Craighead,Arkansas,480,200,680
Crawford,Arkansas,1237,9,1246
Crittenden,Arkansas,155,76,231
Cross,Arkansas,24,0,24
Dallas,Arkansas,31,15,46
Desha,Arkansas,30,0,30
Drew,Arkansas,18,0,18
Faulkner,Arkansas,493,163,656
Franklin,Arkansas,273,37,310
Fulton,Arkansas,55,5,60
Garland,Arkansas,791,6,797
Grant,Arkansas,33,0,33
Greene,Arkansas,105,40,145
Hempstead,Arkansas,51,50,101
Hot Spring,Arkansas,22,10,32
Howard,Arkansas,27,14,41
Independence,Arkansas,76,7,83
Izard,Arkansas,195,0,195
Jackson,Arkansas,17,7,24
Jefferson,Arkansas,213,0,213
Johnson,Arkansas,45,34,79
Lafayette,Arkansas,21,0,21
Lawrence,Arkansas,47,1,48
Lee,Arkansas,27,0,27
Lincoln,Arkansas,49,0,49
Little River,Arkansas,143,0,143
Logan,Arkansas,228,0,228
Lonoke,Arkansas,434,85,519
Madison,Arkansas,211,59,270
Marion,Arkansas,187,0,187
Miller,Arkansas,477,34,511
Mississippi,Arkansas,28,25,53
Monroe,Arkansas,36,0,36
Montgomery,Arkansas,161,0,161
Nevada,Arkansas,6,1,7
Newton,Arkansas,205,0,205
Ouachita,Arkansas,48,0,48
Perry,Arkansas,63,0,63
Phillips,Arkansas,6,0,6
Pike,Arkansas,75,0,75
Poinsett,Arkansas,54,0,54
Polk,Arkansas,331,0,331
Pope,Arkansas,355,0,355
Prairie,Arkansas,29,0,29
Pulaski,Arkansas,944,170,1114
Randolph,Arkansas,84,0,84
St. Francis,Arkansas,151,0,151
Saline,Arkansas,406,62,468
Scott,Arkansas,248,0,248
Searcy,Arkansas,203,0,203
Sebastian,Arkansas,1644,28,1672
Sevier,Arkansas,364,50,414
Sharp,Arkansas,96,0,96
Stone,Arkansas,63,0,63
Union,Arkansas,391,0,391
Van Buren,Arkansas,120,0,120
Washington,Arkansas,2207,5039,7246
White,Arkansas,275,21,296
Woodruff,Arkansas,0,6,6
Yell,Arkansas,116,0,116
Alameda,California,10712,13768,24480
Amador,California,305,73,378
Butte,California,2885,427,3312
Calaveras,California,492,126,618
Colusa,California,201,53,254
Contra Costa,California,5529,5585,11114
Del Norte,California,2024,17,2041
El Dorado,California,1268,406,1674
Fresno,California,10961,1770,12731
Glenn,California,670,51,721
Humboldt,California,6797,436,7233
Imperial,California,1801,419,2220
Inyo,California,2101,35,2136
Kern,California,9488,1698,11186
Kings,California,2291,337,2628
Lake,California,2426,30,2456
Lassen,California,877,205,1082
Los Angeles,California,70527,27929,98456
Madera,California,2505,169,2674
Marin,California,737,584,1321
Mariposa,California,397,54,451
Mendocino,California,3591,170,3761
Merced,California,1988,623,2611
Modoc,California,298,6,304
Mono,California,527,0,527
Monterey,California,3221,2011,5232
Napa,California,1198,272,1470
Nevada,California,864,154,1018
Orange,California,14466,9442,23908
Placer,California,1890,839,2729
Plumas,California,428,41,469
Riverside,California,19281,6843,26124
Sacramento,California,10340,16715,27055
San Benito,California,422,117,539
San Bernardino,California,17894,6506,24400
San Diego,California,20980,13903,34883
San Francisco,California,2746,2911,5657
San Joaquin,California,4725,4463,9188
San Luis Obispo,California,1900,258,2158
San Mateo,California,2922,10504,13426
Santa Barbara,California,4389,814,5203
Santa Clara,California,9303,7541,16844
Santa Cruz,California,1375,316,1691
Shasta,California,4704,191,4895
Siskiyou,California,1469,149,1618
Solano,California,2114,4113,6227
Sonoma,California,4854,1636,6490
Stanislaus,California,4261,3973,8234
Sutter,California,936,569,1505
Tehama,California,1621,19,1640
Trinity,California,577,158,735
Tulare,California,5469,697,6166
Tuolumne,California,997,134,1131
Ventura,California,7069,1771,8840
Yolo,California,1247,984,2231
Yuba,California,1079,343,1422
Adams,Colorado,6264,598,6862
Alamosa,Colorado,526,65,591
Arapahoe,Colorado,4184,1426,5610
Archuleta,Colorado,192,0,192
Baca,Colorado,57,4,61
Bent,Colorado,72,0,72
Boulder,Colorado,1715,185,1900
Broomfield,Colorado,353,0,353
Chaffee,Colorado,42,0,42
Clear Creek,Colorado,30,7,37
Conejos,Colorado,207,16,223
Costilla,Colorado,80,0,80
Crowley,Colorado,85,0,85
Custer,Colorado,44,0,44
Delta,Colorado,329,0,329
Denver,Colorado,6833,1033,7866
Douglas,Colorado,1075,257,1332
Eagle,Colorado,155,43,198
Elbert,Colorado,222,10,232
El Paso,Colorado,4622,2722,7344
Fremont,Colorado,665,2,667
Garfield,Colorado,404,9,413
Gilpin,Colorado,171,0,171
Grand,Colorado,11,84,95
Gunnison,Colorado,162,22,184
Huerfano,Colorado,115,0,115
Jefferson,Colorado,4162,257,4419
Kit Carson,Colorado,33,38,71
Lake,Colorado,44,31,75
La Plata,Colorado,3435,13,3448
Larimer,Colorado,2322,309,2631
Las Animas,Colorado,506,0,506
Lincoln,Colorado,55,25,80
Logan,Colorado,105,0,105
Mesa,Colorado,1283,410,1693
Moffat,Colorado,104,28,132
Montezuma,Colorado,3248,10,3258
Montrose,Colorado,429,101,530
Morgan,Colorado,112,37,149
Otero,Colorado,293,16,309
Ouray,Colorado,50,4,54
Park,Colorado,291,19,310
Phillips,Colorado,11,0,11
Pitkin,Colorado,22,0,22
Prowers,Colorado,160,0,160
Pueblo,Colorado,6141,65,6206
Rio Blanco,Colorado,39,16,55
Rio Grande,Colorado,306,8,314
Routt,Colorado,150,5,155
Saguache,Colorado,170,0,170
San Miguel,Colorado,42,0,42
Sedgwick,Colorado,17,0,17
Summit,Colorado,75,130,205
Teller,Colorado,110,8,118
Washington,Colorado,14,0,14
Weld,Colorado,2032,280,2312
Yuma,Colorado,51,0,51
Fairfield,Connecticut,2338,487,2825
Hartford,Connecticut,2945,356,3301
Litchfield,Connecticut,356,6,362
Middlesex,Connecticut,264,8,272
New Haven,Connecticut,1540,219,1759
New London,Connecticut,1477,74,1551
Tolland,Connecticut,67,0,67
Windham,Connecticut,711,23,734
Kent,Delaware,1143,59,1202
New Castle,Delaware,1434,182,1616
Sussex,Delaware,878,236,1114
District of Columbia,District of Columbia,1993,340,2333
Alachua,Florida,975,154,1129
Baker,Florida,67,9,76
Bay,Florida,1129,55,1184
Bradford,Florida,104,0,104
Brevard,Florida,1942,492,2434
Broward,Florida,5207,1259,6466
Calhoun,Florida,157,0,157
Charlotte,Florida,464,115,579
Citrus,Florida,449,5,454
Clay,Florida,205,100,305
Collier,Florida,1012,21,1033
Columbia,Florida,220,60,280
DeSoto,Florida,86,46,132
Dixie,Florida,38,21,59
Duval,Florida,2138,687,2825
Escambia,Florida,1505,406,1911
Flagler,Florida,167,14,181
Franklin,Florida,24,63,87
Gadsden,Florida,74,15,89
Gilchrist,Florida,31,0,31
Glades,Florida,532,0,532
Gulf,Florida,59,27,86
Hamilton,Florida,83,0,83
Hardee,Florida,45,21,66
Hendry,Florida,773,0,773
Hernando,Florida,561,25,586
Highlands,Florida,248,15,263
Hillsborough,Florida,4336,904,5240
Holmes,Florida,216,71,287
Indian River,Florida,411,58,469
Jackson,Florida,312,58,370
Jefferson,Florida,77,0,77
Lafayette,Florida,13,187,200
Lake,Florida,1416,201,1617
Lee,Florida,1330,421,1751
Leon,Florida,578,81,659
Levy,Florida,118,0,118
Liberty,Florida,90,0,90
Madison,Florida,70,2,72
Manatee,Florida,965,250,1215
Marion,Florida,976,268,1244
Martin,Florida,826,130,956
Miami-Dade,Florida,4668,751,5419
Monroe,Florida,114,107,221
Nassau,Florida,274,0,274
Okaloosa,Florida,1032,333,1365
Okeechobee,Florida,334,86,420
Orange,Florida,2888,1012,3900
Osceola,Florida,1526,358,1884
Palm Beach,Florida,2402,592,2994
Pasco,Florida,1789,335,2124
Pinellas,Florida,2693,960,3653
Polk,Florida,2189,314,2503
Putnam,Florida,212,8,220
St. Johns,Florida,852,175,1027
St. Lucie,Florida,1063,269,1332
Santa Rosa,Florida,900,442,1342
Sarasota,Florida,698,106,804
Seminole,Florida,954,312,1266
Sumter,Florida,371,44,415
Suwannee,Florida,66,32,98
Taylor,Florida,75,34,109
Union,Florida,111,4,115
Volusia,Florida,2132,168,2300
Wakulla,Florida,38,0,38
Walton,Florida,400,92,492
Washington,Florida,308,112,420
Appling,Georgia,72,0,72
Atkinson,Georgia,60,0,60
Bacon,Georgia,0,25,25
Baker,Georgia,7,20,27
Baldwin,Georgia,140,0,140
Banks,Georgia,67,0,67
Barrow,Georgia,134,6,140
Bartow,Georgia,258,2,260
Ben Hill,Georgia,0,9,9
Berrien,Georgia,91,0,91
Bibb,Georgia,275,63,338
Bleckley,Georgia,9,0,9
Brantley,Georgia,35,3,38
Brooks,Georgia,0,7,7
Bryan,Georgia,162,25,187
Bulloch,Georgia,260,186,446
Burke,Georgia,5,0,5
Butts,Georgia,10,60,70
Calhoun,Georgia,0,0,0
Camden,Georgia,363,64,427
Candler,Georgia,69,0,69
Carroll,Georgia,977,108,1085
Catoosa,Georgia,220,24,244
Charlton,Georgia,245,16,261
Chatham,Georgia,778,370,1148
Chattahoochee,Georgia,37,35,72
Chattooga,Georgia,29,0,29
Cherokee,Georgia,864,118,982
Clarke,Georgia,168,83,251
Clay,Georgia,0,0,0
Clayton,Georgia,571,127,698
Clinch,Georgia,4,0,4
Cobb,Georgia,1737,472,2209
Coffee,Georgia,79,0,79
Colquitt,Georgia,246,9,255
Columbia,Georgia,436,0,436
Cook,Georgia,45,0,45
Coweta,Georgia,307,34,341
Crawford,Georgia,0,0,0
Crisp,Georgia,0,30,30
Dade,Georgia,0,24,24
Dawson,Georgia,12,0,12
Decatur,Georgia,19,0,19
DeKalb,Georgia,5661,269,5930
Dodge,Georgia,2,0,2
Dooly,Georgia,8,0,8
Dougherty,Georgia,194,38,232
Douglas,Georgia,168,1,169
Early,Georgia,9,0,9
Echols,Georgia,82,0,82
Effingham,Georgia,75,24,99
Elbert,Georgia,0,0,0
Emanuel,Georgia,11,0,11
Evans,Georgia,1,0,1
Fannin,Georgia,88,28,116
Fayette,Georgia,276,118,394
Floyd,Georgia,177,0,177
Forsyth,Georgia,415,95,510
Franklin,Georgia,16,0,16
Fulton,Georgia,3837,321,4158
Gilmer,Georgia,523,3,526
Glascock,Georgia,15,2,17
Glynn,Georgia,360,57,417
Gordon,Georgia,468,14,482
Grady,Georgia,133,91,224
Greene,Georgia,0,3,3
Gwinnett,Georgia,3509,269,3778
Habersham,Georgia,45,248,293
Hall,Georgia,472,35,507
Hancock,Georgia,0,14,14
Haralson,Georgia,91,0,91
Harris,Georgia,41,4,45
Hart,Georgia,10,7,17
Heard,Georgia,2,20,22
Henry,Georgia,149,9,158
Houston,Georgia,629,13,642
Irwin,Georgia,13,0,13
Jackson,Georgia,81,8,89
Jasper,Georgia,8,0,8
Jeff Davis,Georgia,0,0,0
Jefferson,Georgia,20,0,20
Jenkins,Georgia,127,0,127
Johnson,Georgia,0,0,0
Jones,Georgia,56,0,56
Lamar,Georgia,19,0,19
Lanier,Georgia,28,0,28
Laurens,Georgia,44,7,51
Lee,Georgia,30,38,68
Liberty,Georgia,285,322,607
Lincoln,Georgia,4,2,6
Long,Georgia,50,95,145
Lowndes,Georgia,335,91,426
Lumpkin,Georgia,203,35,238
McDuffie,Georgia,0,195,195
McIntosh,Georgia,16,20,36
Macon,Georgia,27,1,28
Madison,Georgia,82,0,82
Marion,Georgia,14,36,50
Meriwether,Georgia,30,0,30
Miller,Georgia,45,0,45
Mitchell,Georgia,48,8,56
Monroe,Georgia,52,0,52
Montgomery,Georgia,20,0,20
Morgan,Georgia,37,0,37
Murray,Georgia,46,0,46
Muscogee,Georgia,811,329,1140
Newton,Georgia,323,84,407
Oconee,Georgia,15,2,17
Oglethorpe,Georgia,24,0,24
Paulding,Georgia,468,61,529
Peach,Georgia,32,31,63
Pickens,Georgia,225,13,238
Pierce,Georgia,59,0,59
Pike,Georgia,0,0,0
Polk,Georgia,201,24,225
Pulaski,Georgia,17,0,17
Putnam,Georgia,8,0,8
Rabun,Georgia,91,1,92
Randolph,Georgia,0,0,0
Richmond,Georgia,515,436,951
Rockdale,Georgia,112,319,431
Schley,Georgia,0,0,0
Screven,Georgia,31,0,31
Seminole,Georgia,0,0,0
Spalding,Georgia,282,19,301
Stephens,Georgia,40,2,42
Stewart,Georgia,14,0,14
Sumter,Georgia,23,0,23
Talbot,Georgia,2,0,2
Tattnall,Georgia,85,5,90
Taylor,Georgia,0,0,0
Telfair,Georgia,9,0,9
Terrell,Georgia,10,0,10
Thomas,Georgia,51,16,67
Tift,Georgia,36,14,50
Toombs,Georgia,4,0,4
Towns,Georgia,64,0,64
Treutlen,Georgia,0,0,0
Troup,Georgia,134,0,134
Turner,Georgia,17,0,17
Twiggs,Georgia,0,0,0
Union,Georgia,151,0,151
Upson,Georgia,88,198,286
Walker,Georgia,109,9,118
Walton,Georgia,178,17,195
Ware,Georgia,178,33,211
Warren,Georgia,0,0,0
Washington,Georgia,10,0,10
Wayne,Georgia,44,0,44
Webster,Georgia,5,0,5
Wheeler,Georgia,36,0,36
White,Georgia,162,1,163
Whitfield,Georgia,729,4,733
Wilcox,Georgia,26,0,26
Wilkes,Georgia,0,0,0
Wilkinson,Georgia,10,6,16
Worth,Georgia,77,5,82
Hawaii,Hawaii,849,24600,25449
Honolulu,Hawaii,1508,93947,95455
Kauai,Hawaii,392,6436,6828
Ada,Idaho,2525,908,3433
Adams,Idaho,50,8,58
Bannock,Idaho,2552,174,2726
Bear Lake,Idaho,26,0,26
Benewah,Idaho,867,22,889
Bingham,Idaho,2969,2,2971
Blaine,Idaho,4,89,93
Boise,Idaho,81,5,86
Bonner,Idaho,426,54,480
Bonneville,Idaho,498,159,657
Boundary,Idaho,119,26,145
Butte,Idaho,1,0,1
Canyon,Idaho,2425,497,2922
Caribou,Idaho,12,0,12
Cassia,Idaho,281,24,305
Clearwater,Idaho,186,21,207
Custer,Idaho,42,0,42
Elmore,Idaho,372,132,504
Franklin,Idaho,86,10,96
Fremont,Idaho,39,41,80
Gem,Idaho,322,2,324
Gooding,Idaho,117,45,162
Idaho,Idaho,577,12,589
Jefferson,Idaho,158,14,172
Jerome,Idaho,113,83,196
Kootenai,Idaho,2170,229,2399
Latah,Idaho,469,10,479
Lemhi,Idaho,18,7,25
Lewis,Idaho,280,1,281
Lincoln,Idaho,26,0,26
Madison,Idaho,48,53,101
Minidoka,Idaho,188,22,210
Nez Perce,Idaho,2449,41,2490
Oneida,Idaho,9,0,9
Owyhee,Idaho,369,0,369
Payette,Idaho,157,0,157
Power,Idaho,402,2,404
Shoshone,Idaho,325,0,325
Teton,Idaho,41,0,41
Twin Falls,Idaho,773,68,841
Valley,Idaho,26,0,26
Washington,Idaho,96,0,96
Adams,Illinois,278,42,320
Alexander,Illinois,48,21,69
Bond,Illinois,68,0,68
Boone,Illinois,179,0,179
Brown,Illinois,6,0,6
Bureau,Illinois,48,3,51
Calhoun,Illinois,1,0,1
Carroll,Illinois,17,0,17
Cass,Illinois,17,44,61
Champaign,Illinois,312,133,445
Christian,Illinois,62,68,130
Clark,Illinois,14,0,14
Clay,Illinois,20,0,20
Clinton,Illinois,104,0,104
Coles,Illinois,107,97,204
Cook,Illinois,14583,1909,16492
Crawford,Illinois,14,13,27
Cumberland,Illinois,22,14,36
DeKalb,Illinois,62,0,62
De Witt,Illinois,13,10,23
Douglas,Illinois,110,18,128
DuPage,Illinois,2037,426,2463
Edgar,Illinois,12,0,12
Edwards,Illinois,34,0,34
Effingham,Illinois,24,15,39
Fayette,Illinois,49,0,49
Ford,Illinois,59,5,64
Franklin,Illinois,116,25,141
Fulton,Illinois,116,23,139
Gallatin,Illinois,27,0,27
Greene,Illinois,40,0,40
Grundy,Illinois,35,17,52
Hamilton,Illinois,23,0,23
Hancock,Illinois,3,0,3
Hardin,Illinois,11,0,11
Henderson,Illinois,16,0,16
Henry,Illinois,102,0,102
Iroquois,Illinois,16,0,16
Jackson,Illinois,111,8,119
Jasper,Illinois,16,0,16
Jefferson,Illinois,44,0,44
Jersey,Illinois,23,0,23
Jo Daviess,Illinois,57,12,69
Johnson,Illinois,13,0,13
Kane,Illinois,2419,199,2618
Kankakee,Illinois,230,22,252
Kendall,Illinois,160,0,160
Knox,Illinois,162,0,162
Lake,Illinois,1760,397,2157
LaSalle,Illinois,266,21,287
Lawrence,Illinois,39,0,39
Lee,Illinois,92,62,154
Livingston,Illinois,3,0,3
Logan,Illinois,44,2,46
McDonough,Illinois,57,19,76
McHenry,Illinois,298,69,367
McLean,Illinois,296,13,309
Macon,Illinois,293,7,300
Macoupin,Illinois,82,3,85
Madison,Illinois,536,57,593
Marion,Illinois,86,0,86
Marshall,Illinois,18,18,36
Mason,Illinois,14,0,14
Massac,Illinois,7,0,7
Menard,Illinois,16,38,54
Mercer,Illinois,16,0,16
Monroe,Illinois,17,0,17
Montgomery,Illinois,45,13,58
Morgan,Illinois,73,1,74
Moultrie,Illinois,40,0,40
Ogle,Illinois,178,23,201
Peoria,Illinois,522,12,534
Perry,Illinois,22,0,22
Piatt,Illinois,10,0,10
Pike,Illinois,43,0,43
Pope,Illinois,10,0,10
Pulaski,Illinois,7,0,7
Putnam,Illinois,0,0,0
Randolph,Illinois,47,0,47
Richland,Illinois,52,0,52
Rock Island,Illinois,474,58,532
St. Clair,Illinois,444,62,506
Saline,Illinois,40,47,87
Sangamon,Illinois,230,96,326
Schuyler,Illinois,7,0,7
Scott,Illinois,15,10,25
Shelby,Illinois,19,0,19
Stark,Illinois,0,0,0
Stephenson,Illinois,52,0,52
Tazewell,Illinois,211,27,238
Union,Illinois,19,0,19
Vermilion,Illinois,211,24,235
Wabash,Illinois,14,0,14
Warren,Illinois,40,0,40
Washington,Illinois,18,8,26
Wayne,Illinois,38,0,38
White,Illinois,11,4,15
Whiteside,Illinois,76,44,120
Will,Illinois,1892,217,2109
Williamson,Illinois,164,7,171
Winnebago,Illinois,846,99,945
Woodford,Illinois,14,0,14
Adams,Indiana,23,0,23
Allen,Indiana,692,155,847
Bartholomew,Indiana,173,38,211
Benton,Indiana,1,7,8
Blackford,Indiana,40,0,40
Boone,Indiana,75,0,75
Brown,Indiana,0,0,0
Carroll,Indiana,56,3,59
Cass,Indiana,187,6,193
Clark,Indiana,117,27,144
Clay,Indiana,25,0,25
Clinton,Indiana,91,45,136
Crawford,Indiana,51,0,51
Daviess,Indiana,10,10,20
Dearborn,Indiana,151,11,162
Decatur,Indiana,112,0,112
DeKalb,Indiana,35,0,35
Delaware,Indiana,98,174,272
Dubois,Indiana,113,0,113
Elkhart,Indiana,440,149,589
Fayette,Indiana,0,0,0
Floyd,Indiana,290,0,290
Fountain,Indiana,27,0,27
Franklin,Indiana,3,0,3
Fulton,Indiana,93,12,105
Gibson,Indiana,18,0,18
Grant,Indiana,119,0,119
Greene,Indiana,13,20,33
Hamilton,Indiana,386,95,481
Hancock,Indiana,80,18,98
Harrison,Indiana,110,0,110
Hendricks,Indiana,284,15,299
Henry,Indiana,133,23,156
Howard,Indiana,447,29,476
Huntington,Indiana,148,17,165
Jackson,Indiana,157,0,157
Jasper,Indiana,30,0,30
Jay,Indiana,13,1,14
Jefferson,Indiana,98,0,98
Jennings,Indiana,97,0,97
Johnson,Indiana,239,27,266
Knox,Indiana,36,57,93
Kosciusko,Indiana,272,12,284
LaGrange,Indiana,19,5,24
Lake,Indiana,1279,132,1411
LaPorte,Indiana,349,27,376
Lawrence,Indiana,263,17,280
Madison,Indiana,295,12,307
Marion,Indiana,2447,509,2956
Marshall,Indiana,69,0,69
Martin,Indiana,34,0,34
Miami,Indiana,267,29,296
Monroe,Indiana,344,19,363
Montgomery,Indiana,75,8,83
Morgan,Indiana,46,0,46
Newton,Indiana,14,0,14
Noble,Indiana,21,0,21
Ohio,Indiana,5,0,5
Orange,Indiana,22,0,22
Owen,Indiana,50,0,50
Parke,Indiana,33,142,175
Perry,Indiana,34,0,34
Pike,Indiana,0,0,0
Porter,Indiana,287,150,437
Posey,Indiana,7,0,7
Pulaski,Indiana,26,0,26
Putnam,Indiana,56,9,65
Randolph,Indiana,45,0,45
Ripley,Indiana,116,0,116
Rush,Indiana,0,0,0
St. Joseph,Indiana,1255,243,1498
Scott,Indiana,66,0,66
Shelby,Indiana,57,0,57
Spencer,Indiana,46,13,59
Starke,Indiana,49,0,49
Steuben,Indiana,35,14,49
Sullivan,Indiana,11,0,11
Switzerland,Indiana,0,70,70
Tippecanoe,Indiana,430,74,504
Tipton,Indiana,1,61,62
Union,Indiana,0,0,0
Vanderburgh,Indiana,206,282,488
Vermillion,Indiana,48,0,48
Vigo,Indiana,193,48,241
Wabash,Indiana,195,0,195
Warren,Indiana,18,0,18
Warrick,Indiana,88,3,91
Washington,Indiana,77,0,77
Wayne,Indiana,130,0,130
Wells,Indiana,37,0,37
White,Indiana,71,0,71
Whitley,Indiana,126,0,126
Adair,Iowa,0,0,0
Adams,Iowa,3,0,3
Allamakee,Iowa,25,10,35
Appanoose,Iowa,22,0,22
Audubon,Iowa,4,0,4
Benton,Iowa,47,0,47
Black Hawk,Iowa,622,398,1020
Boone,Iowa,132,93,225
Bremer,Iowa,81,11,92
Buchanan,Iowa,72,0,72
Buena Vista,Iowa,3,97,100
Butler,Iowa,28,9,37
Calhoun,Iowa,64,0,64
Carroll,Iowa,4,0,4
Cass,Iowa,54,21,75
Cedar,Iowa,45,0,45
Cerro Gordo,Iowa,208,8,216
Cherokee,Iowa,51,0,51
Chickasaw,Iowa,34,0,34
Clarke,Iowa,23,0,23
Clay,Iowa,5,3,8
Clayton,Iowa,36,0,36
Clinton,Iowa,171,2,173
Crawford,Iowa,93,28,121
Dallas,Iowa,88,67,155
Davis,Iowa,0,0,0
Decatur,Iowa,30,38,68
Delaware,Iowa,55,0,55
Des Moines,Iowa,58,0,58
Dickinson,Iowa,43,0,43
Dubuque,Iowa,181,394,575
Emmet,Iowa,28,0,28
